en,cheat,cheat.v.1,get got take cut get hold keep put save cut clear put beat buy send forc hide help pull bring kept throw make given made give hit win let kick
en,cheat,cheat.v.2,get keep put cut take pull make beat break turn kick save kill help run hold see chase let leav bring trick have be burn suck drop pick hang move
en,cheat,cheat.v.3,do not done wrong right there go all good here work over in so real out made it just the no do gone fire fight us kill them about make
en,cheat,cheat.v.4,it out work this off busi up go us work fight on back look make just in get someth them talk thing that fli grow everyth so war move togeth
en,cheat,cheat.v.5,did are do were knew fail chang lost had agre die agre broke spoke won disappear know said left got am have not die came cannot want fall believ was
en,cheat,cheat.v.6,do know be get say have decid see go make and agre think die tri take accept chang win pay learn work ask stay mean understand vote find fail sign
en,cheat,cheat.v.7,all up in again out first togeth off both back now forev on down and with by alon there away befor from yet insid just free around too for right
en,cheat,cheat.v.8,collect check trade feed focus keep take put get spi spend depend tax pay work che attack run improv hang steal block expand divid count act deal crack draw save
en,cheat,cheat.v.9,collect check trade feed focus keep take put get spi spend depend tax pay work che attack run improv hang steal block expand divid count act deal crack draw save
en,cheat,cheat.v.10,collect check trade feed focus keep take put get spi spend depend tax pay work che attack run improv hang steal block expand divid count act deal crack draw save
en,cheat,cheat.v.11,collect check keep trade focus feed take depend work get put spi spend improv steal attack serv help che hang draw crack act run block protect tax expand be save
en,cheat,cheat.v.12,collect check keep trade focus feed take depend work get put spi spend improv steal attack serv help che hang draw crack act run block protect tax expand be save
en,cheat,cheat.v.13,collect check keep trade focus feed take depend work get put spi spend improv steal attack serv help che hang draw crack act run block protect tax expand be save
en,cheat,cheat.v.14,trade act work take carri be go put report oper collect focus use get keep depend check pass land pay sign run purchas compet sell appear come cash stock ban
en,cheat,cheat.v.15,charg provid met face suppli left threaten engag hit link approach brought led involv assist kill present join help caught dealt replac struck took back attack connect had put follow
en,cheat,cheat.v.16,save leav kill help strike upset concern show is chang attack take like give hit follow challeng hurt beat fire repres anger mark love reflect support see cover prais has
en,root,root.v.1,look care work pay go fight wait be do vote come see die play stand search like fall live ask have look run settl think cri turn love feel get
en,root,root.v.2,involv engag not onli reflect form seen place instrument base locat interest also just found express both present includ creat held alway concern use embed that repres all consist left
en,root,root.v.3,reflect express found divid set evid explain includ uniqu base hidden seen given share contain embed consist defin locat discuss describ differ reveal present place shown detail crucial import concentr
en,root,root.v.4,reflect present found includ contain express involv seen embed repres result place evid locat occur produc share defin consist cover hidden creat onli establish shown specifi develop incorpor chang associ
en,root,root.v.5,not left onli alway all lost just built hidden set creat uniqu place made still also so found even fill deep stuck evid never held put contain embed noth now
en,root,root.v.6,not reflect found seen evid present held express made uniqu onli alway set contain lost manifest also base consist produc form result use present import taken place creat establish place
en,root,root.v.7,set come run turn hang fell went stood broke go carri fall stand held came sent driven reach hold back and fight fought were come left stand run fli ran
en,root,root.v.8,look play wait go in work not come up readi fight out back write a here sorri just good run made born gone all there make bowl happi proud name
en,root,root.v.9,not real all uniqu just differ true set good so onli lost funni similar that strang import realli alway noth also interest still fun over like made complex actual it
en,root,root.v.10,that not be place to becaus alreadi left set even back it base found lost somewher there reflect also place consist corrupt onli the still those involv from this embed
en,root,root.v.11,as and like even that present or lost alreadi from found than differ creat onli of exist not in just onc common experienc so such here made form develop built
en,root,root.v.12,carri rule track work lay block bring figur fight tri find drive break check seek knock speed turn ward help mark stand fill spread stop sort spell filter set black
en,root,root.v.13,and word line dialogu languag express humor idea voic tone but tone humour style voic speech manner express poetri write lyric argument charact subject or term dialogu mean vers accent
en,root,root.v.14,are go meet take stay arriv start follow come join continu get do appear end remain live look enter hide sit pass be stand run celebr stop choos attend work
en,root,root.v.15,look buy sell come trade hold go take those work carri sell investor bring it get run them find compani fall peopl firm seek work and market sold be busi
en,root,root.v.16,lost rich destroy hidden uniqu not differ present divid reflect superior weak domin base built good conserv captur poor fail new embed deep damag power engag isol chang consist abandon
fr,cheat,cheat.v.1,si qui ou comm que quand comment et a car dont ca sur en mais la se ce pour who quel on est avec quoi de pourquoi chi par un
fr,cheat,cheat.v.2,pouv pourr peut dev puiss devr veut doit faut souhait peuvent pouv sembl ser fais podi vient envoi compt pens va dev doivent laiss etait sait fait vous vont podri
fr,cheat,cheat.v.3,etaient sont avaient furent ser etait deviennent aur seront soient ont jouent fais restent utilisent representent peuvent erano font avait prennent etant donnent vont eran portent doivent apparaissent waren avion
fr,cheat,cheat.v.4,commenc debut reuss arriv fin contribu travaill augment continu rejoint abandon achev chang repr quitt termin atteint evolu chois attaqu detruit remplac particip utilis decouvert aid developp realis achet dep
fr,cheat,cheat.v.5,perdu vu lu fait chang disparu dit pris mis sort cre ete attaqu recu pass fin tu gagn arret eu jou quitt repr commenc trouv ecrit rencontr parl ab termin
fr,cheat,cheat.v.6,avoir jou fair etre entendr utilis prendr ecrir don trouv ten voir reprendr mettr connaitr perdr atteindr obten lir attendr recevoir produir retrouv pai suivr travaill realis comprendr effectu laiss
fr,cheat,cheat.v.7,fait vu pris dit a dan mis perdu trouv port retrouv et en du lu de sur pass repr eu avec arret comm un recu pas pour don cach compr
fr,cheat,cheat.v.8,entrer sort entrar acced reven pass entrar ven rest interven sal travaill echapp particip entre gagn part voyag serv rentr jou entrant vivr entra mour rejoindr quitt arriv decouvr atteindr
fr,cheat,cheat.v.9,entrer sort entrar acced reven pass entrar ven rest interven sal travaill echapp particip entre gagn part voyag serv rentr jou entrant vivr entra mour rejoindr quitt arriv decouvr atteindr
fr,cheat,cheat.v.10,entrer sort entrar acced reven pass entrar ven rest interven sal travaill echapp particip entre gagn part voyag serv rentr jou entrant vivr entra mour rejoindr quitt arriv decouvr atteindr
fr,cheat,cheat.v.11,entrer reven acced entrar sort rest pass travaill interven ven gagn etudi particip poursuivr entrar etabl arret mour entre rentr echapp entrant voyag rejoindr jou vivr chang install agir atteindr
