,fscore,precision,recall,vmeasure,homogenity,completeness,(fs * vm) ** 0.5
threat.n,65.10000000000001,96.3,49.2,1.4000000000000001,8.3,0.7000000000000001,9.5467271878901
address.n,34.0,25.6,50.8,24.7,20.8,30.2,28.979302959181055
camp.n,53.300000000000004,91.2,37.6,3.2,13.8,1.7999999999999998,13.059862173851608
innovation.n,66.0,88.8,52.6,0.6,1.0999999999999999,0.4,6.29285308902091
mind.n,38.5,99.4,23.9,2.7,43.0,1.4000000000000001,10.195587280779858
park.n,48.199999999999996,94.3,32.4,10.9,41.099999999999994,6.3,22.921169254643186
reputation.n,25.0,19.400000000000002,35.099999999999994,20.0,16.0,27.0,22.360679774997898
gap.n,61.7,97.5,45.1,4.9,26.8,2.7,17.38763928772391
challenge.n,67.30000000000001,99.6,50.8,7.1,52.5,3.8,21.85932295383368
failure.n,48.5,90.60000000000001,33.1,9.1,37.2,5.2,21.00833168054998
air.n,44.3,99.0,28.599999999999998,1.0999999999999999,22.1,0.6,6.980687645210892
moment.n,69.1,97.39999999999999,53.5,0.2,0.7000000000000001,0.1,3.7175260590882213
tour.n,15.7,11.5,24.6,20.0,16.2,26.1,17.72004514666935
movement.n,34.599999999999994,27.700000000000003,46.0,17.2,13.4,24.0,24.39508147147699
body.n,49.0,95.1,33.0,2.9000000000000004,17.1,1.6,11.920570456148482
guarantee.n,47.4,95.6,31.5,2.4,17.7,1.3,10.665833300778706
class.n,31.8,35.199999999999996,28.9,17.0,16.900000000000002,17.0,23.250806437627062
road.n,56.699999999999996,98.0,39.900000000000006,0.7000000000000001,9.700000000000001,0.4,6.3
speed.n,65.60000000000001,93.0,50.7,1.2,3.4000000000000004,0.7000000000000001,8.872429205127535
foundation.n,69.6,98.3,53.900000000000006,6.2,30.3,3.5000000000000004,20.773059476158057
idea.n,47.599999999999994,99.9,31.2,2.4,50.1,1.2,10.68831137270991
entry.n,30.3,24.099999999999998,40.9,21.7,17.7,28.199999999999996,25.641957803568744
flight.n,48.6,97.39999999999999,32.4,1.0999999999999999,13.900000000000002,0.6,7.311634564172364
origin.n,53.1,42.9,69.6,47.599999999999994,40.2,58.3,50.274844604434136
note.n,52.900000000000006,98.1,36.3,3.9,27.3,2.1,14.363495396316317
rally.n,30.2,20.9,54.400000000000006,15.0,10.5,26.3,21.283796653792763
gas.n,71.8,97.3,56.89999999999999,0.8,3.9,0.4,7.578918128598566
chip.n,63.4,97.7,46.9,1.0,9.3,0.5,7.962411694957753
mark.n,33.5,24.4,53.5,27.400000000000002,21.5,37.7,30.29686452423749
margin.n,34.1,67.4,22.8,17.7,32.300000000000004,12.2,24.567661671392337
function.n,49.4,94.5,33.5,5.0,26.200000000000003,2.8000000000000003,15.716233645501712
legislation.n,64.8,94.3,49.4,0.0,0.0,0.0,0.0
screen.n,45.9,90.8,30.7,5.4,24.6,3.0,15.743570116082312
commission.n,61.1,94.5,45.2,1.9,9.9,1.0,10.774506949276148
display.n,47.599999999999994,79.4,34.0,9.3,18.2,6.3,21.039961977151954
office.n,53.1,99.2,36.3,0.4,10.299999999999999,0.2,4.608687448721165
dealer.n,61.7,98.7,44.9,4.7,30.7,2.5,17.02909275328548
community.n,46.400000000000006,96.3,30.599999999999998,1.0,8.0,0.5,6.811754546370561
house.n,70.1,96.5,55.1,1.0999999999999999,6.3,0.6,8.78122998218359
shape.n,44.2,92.30000000000001,28.999999999999996,7.7,32.2,4.3999999999999995,18.44830615530868
access.n,42.8,49.7,37.6,27.500000000000004,26.3,28.7,34.307433596816885
field.n,52.6,99.9,35.699999999999996,3.0,52.5,1.6,12.561846997953765
edge.n,22.3,18.9,27.400000000000002,41.199999999999996,36.7,46.9,30.31105408922626
cell.n,65.3,96.7,49.3,0.8,6.9,0.4,7.227724399837061
officer.n,72.3,62.8,85.2,48.9,41.699999999999996,59.099999999999994,59.459818365010165
market.n,63.1,99.8,46.1,0.2,12.5,0.1,3.5524639336663224
promotion.n,48.3,89.3,33.1,4.3,17.599999999999998,2.5,14.411453778158537
accounting.n,39.4,27.500000000000004,69.69999999999999,47.3,36.3,67.7,43.16966527551494
television.n,58.8,98.5,41.9,0.8999999999999999,11.600000000000001,0.5,7.274613391789284
campaign.n,56.00000000000001,98.3,39.1,0.8999999999999999,11.600000000000001,0.5,7.0992957397195395
cheat.v,44.4,34.599999999999994,62.2,19.7,14.299999999999999,31.5,29.57498943364139
assemble.v,63.1,85.5,50.0,2.0,3.5000000000000004,1.4000000000000001,11.233877335986895
root.v,59.0,93.7,43.1,14.299999999999999,41.8,8.6,29.04651442083886
reveal.v,63.800000000000004,95.19999999999999,48.0,0.4,1.6,0.2,5.0517323761260355
haunt.v,60.5,55.7,66.10000000000001,38.7,30.599999999999998,52.7,48.3874983854301
operate.v,70.3,96.3,55.300000000000004,8.3,23.9,5.0,24.15553766737557
frame.v,42.4,83.0,28.499999999999996,13.200000000000001,31.2,8.3,23.657556932193994
assert.v,55.60000000000001,92.9,39.6,8.0,21.9,4.9,21.090282122342508
introduce.v,76.7,99.4,62.5,3.6999999999999997,25.6,2.0,16.84606779043703
swear.v,28.9,28.4,29.4,34.599999999999994,31.5,38.4,31.621827904155065
bow.v,47.5,40.6,57.099999999999994,55.400000000000006,49.1,63.6,51.29814811472243
figure.v,53.6,97.0,37.1,1.7999999999999998,15.7,1.0,9.82242332624694
