,fscore,precision,recall,vmeasure,homogenity,completeness,(fs * vm) ** 0.5
threat.n,65.10000000000001,96.3,49.2,1.4000000000000001,8.3,0.7000000000000001,9.5467271878901
address.n,29.799999999999997,21.0,51.4,32.800000000000004,26.1,44.1,31.26403684747061
camp.n,53.300000000000004,91.2,37.6,3.2,13.8,1.7999999999999998,13.059862173851608
innovation.n,45.2,31.900000000000002,77.9,25.900000000000002,18.099999999999998,45.5,34.21520130000699
mind.n,38.1,96.7,23.7,2.3,21.099999999999998,1.2,9.361089680160104
park.n,47.599999999999994,96.5,31.6,5.6000000000000005,33.900000000000006,3.0,16.32666530556684
reputation.n,52.300000000000004,94.8,36.1,7.8,30.099999999999998,4.5,20.197524600801952
gap.n,61.7,97.5,45.1,4.9,26.8,2.7,17.38763928772391
challenge.n,67.30000000000001,99.6,50.8,7.1,52.5,3.8,21.85932295383368
failure.n,49.8,95.1,33.7,9.1,49.3,5.0,21.2880248026913
air.n,43.7,96.6,28.199999999999996,1.3,15.8,0.7000000000000001,7.5372408744845085
moment.n,69.1,97.39999999999999,53.5,0.2,0.7000000000000001,0.1,3.7175260590882213
tour.n,47.9,89.9,32.7,3.2,14.7,1.7999999999999998,12.380630032433729
movement.n,62.3,91.8,47.099999999999994,2.9000000000000004,10.5,1.7000000000000002,13.441354098453028
body.n,49.2,96.2,33.0,2.1999999999999997,17.5,1.2,10.403845442911962
guarantee.n,46.0,88.0,31.1,6.9,23.400000000000002,4.0,17.81572339255412
class.n,36.3,32.0,42.0,26.900000000000002,24.8,29.4,31.248519964951942
road.n,56.699999999999996,98.0,39.900000000000006,0.7000000000000001,9.700000000000001,0.4,6.3
speed.n,36.7,26.0,62.4,22.2,16.1,35.5,28.54365078261714
foundation.n,69.6,98.3,53.900000000000006,6.2,30.3,3.5000000000000004,20.773059476158057
idea.n,47.599999999999994,99.9,31.2,2.4,50.1,1.2,10.68831137270991
entry.n,29.4,23.799999999999997,38.5,21.9,17.8,28.4,25.3743965445486
flight.n,48.6,97.39999999999999,32.4,1.0999999999999999,13.900000000000002,0.6,7.311634564172364
origin.n,54.1,39.6,85.7,56.99999999999999,44.3,80.10000000000001,55.53107238294611
note.n,52.7,94.69999999999999,36.5,7.9,33.900000000000006,4.3999999999999995,20.404166241236126
rally.n,24.8,16.0,55.900000000000006,13.0,8.9,24.7,17.955500549970754
gas.n,71.5,97.89999999999999,56.3,0.7000000000000001,5.800000000000001,0.4,7.074602462329597
chip.n,63.4,97.7,46.9,1.0,9.3,0.5,7.962411694957753
mark.n,37.7,27.0,62.6,30.8,24.4,41.8,34.07579786299948
margin.n,34.9,28.199999999999996,45.7,38.7,33.900000000000006,45.0,36.750918355872415
function.n,52.7,92.5,36.9,15.5,40.2,9.6,28.580587817607952
legislation.n,65.4,97.0,49.3,2.4,12.3,1.3,12.52836781069266
screen.n,45.9,90.8,30.7,5.4,24.6,3.0,15.743570116082312
commission.n,61.1,94.5,45.2,1.9,9.9,1.0,10.774506949276148
display.n,47.599999999999994,79.4,34.0,9.3,18.2,6.3,21.039961977151954
office.n,52.900000000000006,97.89999999999999,36.199999999999996,0.3,3.8,0.2,3.983716857408418
dealer.n,62.3,97.5,45.800000000000004,5.4,21.7,3.1,18.341755641159327
community.n,46.400000000000006,97.1,30.5,1.4000000000000001,15.2,0.7000000000000001,8.059776671843954
house.n,70.0,94.89999999999999,55.50000000000001,2.0,7.9,1.0999999999999999,11.832159566199232
shape.n,44.2,92.30000000000001,28.999999999999996,7.7,32.2,4.3999999999999995,18.44830615530868
access.n,49.8,99.4,33.2,19.1,77.0,10.9,30.841206202092682
field.n,52.6,99.9,35.699999999999996,3.0,52.5,1.6,12.561846997953765
edge.n,28.999999999999996,27.400000000000002,30.9,48.1,44.0,53.1,37.34836007109281
cell.n,65.3,96.7,49.3,0.8,6.9,0.4,7.227724399837061
officer.n,57.199999999999996,98.5,40.300000000000004,0.6,9.5,0.3,5.858327406350723
market.n,63.1,99.8,46.1,0.2,12.5,0.1,3.5524639336663224
promotion.n,48.3,89.3,33.1,4.3,17.599999999999998,2.5,14.411453778158537
