,fscore,precision,recall,vmeasure,homogenity,completeness,(fs * vm) ** 0.5
note.n,52.300000000000004,98.5,35.6,2.1,24.5,1.0999999999999999,10.47998091601316
rally.n,33.300000000000004,23.9,55.300000000000004,17.9,12.4,32.2,24.414544845235188
gas.n,72.5,99.3,57.099999999999994,3.0,25.1,1.6,14.747881203752625
chip.n,35.0,26.3,52.0,17.1,13.3,24.099999999999998,24.464259645450134
mark.n,63.3,65.7,61.0,16.2,17.8,14.899999999999999,32.02280437438295
margin.n,34.1,60.099999999999994,23.799999999999997,9.700000000000001,16.900000000000002,6.800000000000001,18.187083328560412
function.n,43.7,55.800000000000004,35.9,21.6,28.7,17.299999999999997,30.72328107478106
legislation.n,61.4,81.39999999999999,49.2,1.6,2.5,1.2,9.911609354691095
screen.n,43.6,81.5,29.799999999999997,2.4,7.1,1.5,10.229369482035537
commission.n,61.1,94.5,45.2,1.9,9.9,1.0,10.774506949276148
display.n,47.4,78.10000000000001,34.0,14.2,23.7,10.2,25.943785383016102
office.n,53.6,100.0,36.6,2.5,71.89999999999999,1.3,11.575836902790225
dealer.n,34.1,23.3,63.0,23.9,17.8,36.5,28.54802970434212
community.n,47.9,99.3,31.5,6.1,49.9,3.2,17.09356604105767
house.n,71.5,99.9,55.60000000000001,4.2,55.60000000000001,2.1999999999999997,17.329166165744965
shape.n,44.2,92.30000000000001,28.999999999999996,7.7,32.2,4.3999999999999995,18.44830615530868
access.n,47.4,65.9,37.0,23.3,27.800000000000004,20.0,33.23281510796219
field.n,53.0,98.7,36.199999999999996,5.3,39.2,2.9000000000000004,16.76007159889241
edge.n,41.6,96.2,26.6,31.4,79.2,19.5,36.14194239384486
cell.n,36.6,28.000000000000004,52.7,26.200000000000003,22.2,32.1,30.966433440097685
officer.n,73.4,64.8,84.6,49.1,42.1,58.8,60.03282435468117
market.n,63.0,99.7,46.1,0.1,7.3999999999999995,0.1,2.5099800796022267
promotion.n,73.6,70.19999999999999,77.3,68.2,64.7,72.2,70.84857091007552
accounting.n,34.2,23.799999999999997,60.5,41.8,32.0,60.3,37.80952261005156
television.n,58.4,96.2,41.9,0.7000000000000001,3.9,0.4,6.393746945258313
campaign.n,39.300000000000004,36.7,42.4,18.0,16.3,20.0,26.596992311161802
cheat.v,35.3,22.2,85.7,35.4,22.6,82.0,35.34996463930339
assemble.v,65.60000000000001,95.5,49.9,5.7,18.6,3.4000000000000004,19.337011144434914
root.v,59.0,93.7,43.1,14.299999999999999,41.8,8.6,29.04651442083886
reveal.v,54.1,61.7,48.1,3.0,3.2,2.9000000000000004,12.739701723352868
haunt.v,77.3,82.89999999999999,72.5,47.3,45.300000000000004,49.4,60.467263870626724
operate.v,50.8,46.400000000000006,56.10000000000001,5.5,4.3,7.6,16.715262486721528
frame.v,42.4,83.0,28.499999999999996,13.200000000000001,31.2,8.3,23.657556932193994
assert.v,32.0,27.400000000000002,38.7,27.200000000000003,22.2,35.3,29.50254226333724
introduce.v,45.7,37.9,57.599999999999994,6.0,4.6,8.7,16.55898547616973
swear.v,24.099999999999998,19.900000000000002,30.5,20.1,18.3,22.2,22.00931620927829
bow.v,34.300000000000004,26.1,50.0,55.7,47.099999999999994,68.10000000000001,43.70938114409766
figure.v,53.6,97.0,37.1,1.7999999999999998,15.7,1.0,9.82242332624694
analyze.v,32.5,19.900000000000002,88.6,13.600000000000001,7.8,53.800000000000004,21.02379604162864
expose.v,59.199999999999996,73.4,49.6,1.7999999999999998,2.3,1.4000000000000001,10.322790320451151
conclude.v,46.5,97.1,30.599999999999998,2.3,20.7,1.2,10.341663309158735
appeal.v,47.3,96.8,31.3,3.3000000000000003,24.099999999999998,1.7999999999999998,12.493598360760602
owe.v,43.5,67.5,32.1,23.5,30.9,19.0,31.972644557496334
mount.v,36.5,74.3,24.2,38.2,57.8,28.499999999999996,37.340326725940685
regain.v,25.0,14.799999999999999,80.0,36.3,22.2,100.0,30.124740662784134
relax.v,60.5,77.4,49.6,18.9,23.799999999999997,15.6,33.81493752766667
cultivate.v,18.2,11.600000000000001,42.1,28.9,21.7,43.2,22.93425385749447
violate.v,39.4,24.8,95.5,3.4000000000000004,1.7999999999999998,24.4,11.574109036984229
commit.v,53.900000000000006,54.0,53.7,19.5,21.5,17.9,32.41990129534636
pour.v,39.300000000000004,49.9,32.4,18.099999999999998,20.599999999999998,16.2,26.670770517553482
deny.v,61.5,52.900000000000006,73.3,6.800000000000001,5.2,10.100000000000001,20.449938875214276
lay.v,48.9,96.2,32.7,3.5000000000000004,21.2,1.9,13.082430966758434
shave.v,70.89999999999999,79.5,63.9,4.9,5.5,4.3999999999999995,18.638937737972086
weigh.v,36.5,29.9,46.9,44.9,41.0,49.7,40.48271235972214
apply.v,43.6,97.7,28.1,1.0999999999999999,15.7,0.6,6.925315877272314
level.v,46.9,84.7,32.5,13.100000000000001,30.4,8.3,24.786891697024057
presume.v,37.6,23.9,88.0,27.800000000000004,17.5,68.30000000000001,32.330790277999704
wait.v,97.39999999999999,97.7,97.1,0.2,0.3,0.2,4.4136152981427825
stick.v,46.0,98.1,30.0,2.8000000000000003,27.3,1.5,11.349008767288886
separate.v,87.6,95.5,81.0,0.8,2.1,0.5,8.37137981458254
reap.v,55.300000000000004,38.800000000000004,95.89999999999999,18.2,11.1,49.8,31.724753742149048
signal.v,61.0,77.5,50.3,19.3,25.900000000000002,15.299999999999999,34.31180554852804
swim.v,25.5,14.799999999999999,92.9,7.5,4.1000000000000005,47.9,13.82931668593933
slow.v,43.3,28.9,85.9,5.3,3.2,17.299999999999997,15.14892735476674
question.v,65.7,97.7,49.4,2.3,13.3,1.2,12.292680749128726
happen.v,90.2,97.6,83.8,0.8999999999999999,2.3,0.5,9.009994450608723
insist.v,66.3,98.5,49.9,1.7000000000000002,13.3,0.8999999999999999,10.616496597277278
observe.v,47.699999999999996,96.6,31.7,1.6,15.2,0.8,8.736131867136622
lie.v,42.1,29.799999999999997,72.1,8.3,5.5,16.3,18.69304683565523
deploy.v,40.300000000000004,40.5,40.0,21.8,19.8,24.3,29.640175438077286
accommodate.v,59.599999999999994,63.6,56.00000000000001,55.50000000000001,56.99999999999999,54.1,57.513476681556995
sniff.v,20.8,15.6,31.2,33.6,29.299999999999997,39.4,26.436338626973292
straighten.v,48.199999999999996,92.80000000000001,32.6,3.5999999999999996,18.099999999999998,2.0,13.172699040060088
pursue.v,56.2,44.0,77.8,8.7,5.4,21.099999999999998,22.111987698983555
defend.v,70.7,94.6,56.39999999999999,2.3,7.8,1.4000000000000001,12.751862609046569
divide.v,42.199999999999996,44.9,39.800000000000004,24.3,24.2,24.5,32.02280437438295
mean,48.49099999999999,64.675,49.121,14.836000000000002,22.006000000000004,18.861,22.24131292830119
