,fscore,precision,recall,vmeasure,homogenity,completeness,(fs * vm) ** 0.5
cell.n,22.400000000000002,13.900000000000002,58.5,30.099999999999998,22.5,45.5,25.966131787387972
officer.n,44.1,29.9,84.2,36.7,27.200000000000003,56.49999999999999,40.23021252740284
market.n,20.7,13.200000000000001,48.1,3.9,2.8000000000000003,6.4,8.984987479123161
promotion.n,23.599999999999998,15.7,47.5,41.6,32.1,58.9,31.333049644105824
accounting.n,29.7,19.2,66.10000000000001,41.099999999999994,31.0,61.1,34.93808809880701
television.n,20.9,13.600000000000001,44.9,7.1,5.1,11.600000000000001,12.181543416168576
campaign.n,26.0,17.5,50.7,15.9,12.1,23.400000000000002,20.332240407785857
cheat.v,31.1,19.8,72.7,26.6,16.8,64.1,28.76212787677574
assemble.v,21.4,13.3,54.300000000000004,12.9,8.7,25.4,16.615053415502462
root.v,53.0,63.5,45.5,12.2,16.8,9.5,25.428330656966057
reveal.v,25.0,16.8,48.3,3.5999999999999996,2.5,6.3,9.486832980505138
haunt.v,28.000000000000004,18.6,56.49999999999999,37.6,25.1,75.5,32.4468796650772
operate.v,27.200000000000003,18.099999999999998,54.6,1.7000000000000002,1.2,3.2,6.800000000000001
frame.v,36.4,29.799999999999997,46.7,49.8,45.0,55.800000000000004,42.5760496053826
assert.v,14.7,9.9,28.799999999999997,11.5,8.5,17.4,13.001922934704696
introduce.v,23.7,14.499999999999998,65.5,10.7,7.000000000000001,22.7,15.924509411595698
swear.v,21.2,14.7,37.7,34.0,28.199999999999996,42.9,26.847718711279736
bow.v,26.8,18.8,46.400000000000006,46.2,38.2,58.3,35.18749777975126
figure.v,20.8,13.600000000000001,44.7,17.9,13.600000000000001,26.3,19.29559535230774
analyze.v,16.5,9.1,88.9,10.4,5.800000000000001,50.0,13.099618315050252
expose.v,26.8,18.0,52.400000000000006,11.200000000000001,7.8,20.200000000000003,17.325126262166172
conclude.v,25.5,18.5,41.4,19.7,16.0,25.5,22.41316577371434
appeal.v,21.9,15.5,37.2,19.1,15.1,26.0,20.45213925241074
owe.v,16.2,11.5,27.700000000000003,17.299999999999997,13.3,24.5,16.740967713964444
mount.v,19.6,15.7,26.200000000000003,42.8,37.9,49.1,28.96342521180808
regain.v,18.3,10.2,91.7,29.7,18.099999999999998,82.89999999999999,23.313300924579515
relax.v,22.5,14.000000000000002,56.699999999999996,21.2,15.2,34.8,21.840329667841555
cultivate.v,16.3,10.100000000000001,41.199999999999996,33.0,24.7,49.9,23.192671256239546
violate.v,19.6,10.9,95.5,3.5000000000000004,1.9,34.0,8.282511696339464
commit.v,43.4,34.9,57.3,12.9,11.0,15.7,23.66136090760631
pour.v,19.7,13.900000000000002,34.0,16.2,12.8,22.1,17.864489917151285
deny.v,25.1,15.4,68.8,8.6,5.5,20.0,14.692174787961108
lay.v,33.0,27.6,40.9,18.3,16.6,20.4,24.57437689952687
shave.v,23.599999999999998,14.6,61.199999999999996,5.8999999999999995,3.8,12.4,11.799999999999999
weigh.v,16.7,12.1,26.900000000000002,27.6,23.5,33.4,21.469047487021868
apply.v,18.3,13.4,28.499999999999996,6.4,5.3,8.1,10.822199406774947
level.v,43.4,39.0,48.9,38.800000000000004,34.599999999999994,44.1,41.035594305431964
presume.v,82.89999999999999,73.9,94.39999999999999,43.3,36.199999999999996,54.0,59.91302028774713
wait.v,23.9,13.600000000000001,96.8,0.8,0.4,11.600000000000001,4.37264222181509
stick.v,37.1,49.3,29.7,1.2,1.7000000000000002,0.8999999999999999,6.672330927044911
separate.v,24.099999999999998,14.2,78.7,12.1,7.3999999999999995,34.300000000000004,17.076592165886026
reap.v,28.799999999999997,17.4,84.0,9.9,5.6000000000000005,40.9,16.885496735364345
signal.v,23.7,15.9,46.5,14.799999999999999,10.100000000000001,27.6,18.72858777377515
swim.v,19.0,10.5,97.39999999999999,9.2,5.0,67.9,13.221195104830727
slow.v,18.2,10.100000000000001,88.8,7.9,4.3999999999999995,37.4,11.990829829498875
question.v,56.2,59.099999999999994,53.5,10.5,9.8,11.200000000000001,24.291973983190417
happen.v,23.9,13.8,87.0,3.8,2.1999999999999997,14.299999999999999,9.529952780575568
insist.v,23.0,14.799999999999999,51.0,4.3999999999999995,2.9000000000000004,8.6,10.059821071967432
observe.v,25.5,20.9,32.5,9.2,8.0,10.7,15.316657598836633
lie.v,28.9,17.7,78.60000000000001,10.0,6.2,24.8,17.0
deploy.v,33.7,23.0,63.0,36.199999999999996,27.900000000000002,51.300000000000004,34.927639485084015
accommodate.v,18.2,13.600000000000001,27.3,40.9,32.800000000000004,54.300000000000004,27.28332824271995
sniff.v,14.000000000000002,9.4,27.3,42.199999999999996,34.2,55.00000000000001,24.306377763870948
straighten.v,25.2,18.2,40.9,28.000000000000004,22.400000000000002,37.3,26.563132345414388
pursue.v,24.0,14.000000000000002,82.89999999999999,5.8999999999999995,3.4000000000000004,21.6,11.899579824514813
defend.v,24.8,15.8,58.3,4.3,2.8000000000000003,8.6,10.326664514740468
divide.v,26.400000000000002,18.0,49.5,27.6,21.9,37.1,26.993332510084784
mean,25.462999999999997,18.445,52.477999999999994,20.717999999999996,16.184000000000005,32.411,21.617010277657467
