,fscore,precision,recall,vmeasure,homogenity,completeness,(fs * vm) ** 0.5
threat.n,63.9,92.80000000000001,48.8,2.6,9.700000000000001,1.5,12.889530635364501
address.n,57.8,98.5,40.9,9.1,45.6,5.1,22.93425385749447
camp.n,54.400000000000006,85.39999999999999,40.0,3.1,6.9,2.0,12.986146464598342
innovation.n,66.2,92.80000000000001,51.5,3.5000000000000004,10.299999999999999,2.1,15.221695043588282
mind.n,38.5,99.4,23.9,2.7,43.0,1.4000000000000001,10.195587280779858
park.n,47.599999999999994,96.5,31.6,5.6000000000000005,33.900000000000006,3.0,16.32666530556684
reputation.n,49.6,85.1,35.0,3.3000000000000003,8.200000000000001,2.0,12.793748473375581
gap.n,61.7,97.5,45.1,4.9,26.8,2.7,17.38763928772391
challenge.n,67.30000000000001,99.6,50.8,7.1,52.5,3.8,21.85932295383368
failure.n,49.8,95.1,33.7,9.1,49.3,5.0,21.2880248026913
air.n,43.7,96.6,28.199999999999996,1.3,15.8,0.7000000000000001,7.5372408744845085
moment.n,69.1,97.39999999999999,53.5,0.2,0.7000000000000001,0.1,3.7175260590882213
tour.n,18.8,16.2,22.400000000000002,18.0,15.4,21.7,18.39565166010707
movement.n,62.3,91.8,47.099999999999994,2.9000000000000004,10.5,1.7000000000000002,13.441354098453028
body.n,49.2,96.2,33.0,2.1999999999999997,17.5,1.2,10.403845442911962
guarantee.n,45.0,81.89999999999999,31.1,11.1,27.900000000000002,6.9,22.34949663862701
class.n,45.300000000000004,99.0,29.4,1.6,27.900000000000002,0.8,8.513518661517105
road.n,56.699999999999996,98.0,39.900000000000006,0.7000000000000001,9.700000000000001,0.4,6.3
speed.n,65.4,95.1,49.8,1.7999999999999998,8.7,1.0,10.849884792015075
foundation.n,69.6,98.3,53.900000000000006,6.2,30.3,3.5000000000000004,20.773059476158057
idea.n,47.599999999999994,99.9,31.2,2.4,50.1,1.2,10.68831137270991
entry.n,33.5,30.099999999999998,37.9,24.099999999999998,20.5,29.099999999999998,28.413905046649255
flight.n,48.6,97.39999999999999,32.4,1.0999999999999999,13.900000000000002,0.6,7.311634564172364
origin.n,60.099999999999994,47.3,82.69999999999999,57.3,45.4,77.60000000000001,58.68330256555096
note.n,52.7,94.69999999999999,36.5,7.9,33.900000000000006,4.3999999999999995,20.404166241236126
rally.n,64.9,95.89999999999999,49.0,4.1000000000000005,15.6,2.4,16.312265323982444
gas.n,71.5,97.89999999999999,56.3,0.7000000000000001,5.800000000000001,0.4,7.074602462329597
chip.n,63.4,97.7,46.9,1.0,9.3,0.5,7.962411694957753
mark.n,34.599999999999994,25.0,56.10000000000001,25.4,20.4,33.5,29.64523570491555
margin.n,35.4,77.9,22.900000000000002,15.6,40.1,9.700000000000001,23.499787233079367
function.n,51.2,98.0,34.699999999999996,9.6,50.5,5.3,22.17025033688163
legislation.n,65.60000000000001,97.3,49.5,2.8000000000000003,14.499999999999998,1.6,13.552859476877934
screen.n,43.6,81.5,29.799999999999997,2.4,7.1,1.5,10.229369482035537
commission.n,61.1,94.5,45.2,1.9,9.9,1.0,10.774506949276148
display.n,47.599999999999994,79.4,34.0,9.3,18.2,6.3,21.039961977151954
office.n,53.1,99.2,36.3,0.4,10.299999999999999,0.2,4.608687448721165
dealer.n,63.0,96.6,46.800000000000004,13.3,40.6,7.9,28.946502379389468
community.n,46.7,98.5,30.599999999999998,0.7000000000000001,13.4,0.4,5.717516943569123
house.n,69.5,95.0,54.900000000000006,1.0999999999999999,4.9,0.6,8.743569065318807
shape.n,44.2,92.30000000000001,28.999999999999996,7.7,32.2,4.3999999999999995,18.44830615530868
access.n,47.3,97.7,31.2,5.4,35.4,2.9000000000000004,15.981864722240642
field.n,52.6,99.9,35.699999999999996,3.0,52.5,1.6,12.561846997953765
edge.n,35.699999999999996,96.2,21.9,7.3,43.8,4.0,16.143419712068443
cell.n,65.3,96.7,49.3,0.8,6.9,0.4,7.227724399837061
officer.n,57.199999999999996,98.5,40.300000000000004,0.6,9.5,0.3,5.858327406350723
market.n,63.0,99.5,46.1,0.0,1.0999999999999999,0.0,0.0
promotion.n,48.3,89.3,33.1,4.3,17.599999999999998,2.5,14.411453778158537
accounting.n,58.5,95.3,42.199999999999996,7.1,28.9,4.1000000000000005,20.38013738913455
television.n,58.3,95.89999999999999,41.8,0.5,2.6,0.3,5.399073994677235
campaign.n,56.00000000000001,98.3,39.1,0.8999999999999999,11.600000000000001,0.5,7.0992957397195395
cheat.v,44.4,34.599999999999994,62.2,19.7,14.299999999999999,31.5,29.57498943364139
assemble.v,65.60000000000001,95.5,49.9,5.7,18.6,3.4000000000000004,19.337011144434914
root.v,52.0,82.5,38.0,4.5,13.200000000000001,2.7,15.297058540778355
reveal.v,64.5,98.4,48.0,1.4000000000000001,12.2,0.7000000000000001,9.50263121456368
haunt.v,33.0,21.4,71.39999999999999,41.199999999999996,28.1,77.3,36.872754168898204
operate.v,69.69999999999999,98.5,53.900000000000006,0.8,7.199999999999999,0.4,7.467261881037787
frame.v,45.800000000000004,97.89999999999999,29.9,18.2,64.60000000000001,10.6,28.871439174381315
assert.v,55.300000000000004,88.7,40.2,10.2,22.1,6.6000000000000005,23.749947368362736
introduce.v,74.2,94.19999999999999,61.199999999999996,1.9,6.1,1.0999999999999999,11.873499905251188
swear.v,37.6,64.0,26.6,11.3,21.5,7.7,20.61261749511692
bow.v,49.0,55.1,44.2,55.800000000000004,54.300000000000004,57.49999999999999,52.28957831155268
figure.v,53.6,97.0,37.1,1.7999999999999998,15.7,1.0,9.82242332624694
analyze.v,89.2,92.60000000000001,86.0,1.3,1.7000000000000002,1.0,10.768472500777444
expose.v,62.9,87.7,49.1,0.1,0.2,0.1,2.5079872407968904
conclude.v,46.5,97.1,30.599999999999998,2.3,20.7,1.2,10.341663309158735
appeal.v,46.400000000000006,90.3,31.3,3.8,13.0,2.1999999999999997,13.278554138158267
owe.v,43.2,71.3,31.0,7.8,13.700000000000001,5.5,18.356470248934027
mount.v,36.7,97.1,22.6,21.5,73.2,12.6,28.09003381984436
regain.v,76.7,87.0,68.60000000000001,3.1,4.9,2.3,15.419792475905764
relax.v,59.5,97.2,42.9,4.5,24.0,2.5,16.36306817195357
cultivate.v,47.099999999999994,52.2,42.9,13.200000000000001,17.599999999999998,10.5,24.93431370621618
violate.v,94.89999999999999,94.89999999999999,94.89999999999999,0.6,0.6,0.6,7.545859791965392
commit.v,70.0,96.0,55.1,1.3,6.6000000000000005,0.7000000000000001,9.539392014169456
pour.v,45.300000000000004,83.3,31.1,10.9,28.199999999999996,6.800000000000001,22.22093607389212
deny.v,79.10000000000001,95.8,67.4,1.3,4.3999999999999995,0.7000000000000001,10.14051280754578
lay.v,48.9,96.3,32.800000000000004,3.5999999999999996,24.2,1.9,13.268006632497586
shave.v,73.5,90.7,61.8,2.9000000000000004,6.3,1.9,14.599657530229948
weigh.v,49.8,68.4,39.2,53.0,65.7,44.5,51.37509124079489
apply.v,44.3,95.3,28.799999999999997,5.0,25.1,2.8000000000000003,14.882876066137216
level.v,48.1,74.6,35.5,27.0,39.7,20.5,36.0374804890686
presume.v,45.7,31.5,82.89999999999999,22.6,15.2,44.2,32.13751701672051
wait.v,98.2,99.4,97.1,0.1,0.2,0.1,3.1336879231984796
stick.v,46.0,98.1,30.0,2.8000000000000003,27.3,1.5,11.349008767288886
separate.v,87.6,95.5,81.0,0.8,2.1,0.5,8.37137981458254
reap.v,100.0,100.0,100.0,100.0,100.0,100.0,100.0
signal.v,63.9,94.1,48.4,4.7,14.899999999999999,2.8000000000000003,17.330031736843416
swim.v,21.099999999999998,11.899999999999999,89.4,6.1,3.3000000000000003,42.0,11.345042970390194
slow.v,68.7,56.49999999999999,87.9,1.2,0.8,2.1,9.079647570252934
question.v,65.7,97.7,49.4,2.3,13.3,1.2,12.292680749128726
happen.v,91.0,99.5,83.89999999999999,3.1,16.6,1.7000000000000002,16.79583281650541
insist.v,65.8,96.8,49.9,0.0,0.1,0.0,0.0
observe.v,48.199999999999996,97.6,32.0,2.1999999999999997,21.3,1.2,10.2975725294848
lie.v,85.8,98.7,75.9,1.6,7.6,0.8999999999999999,11.716654812701448
deploy.v,59.3,98.6,42.4,22.6,65.10000000000001,13.700000000000001,36.608468965527635
accommodate.v,59.599999999999994,63.6,56.00000000000001,55.50000000000001,56.99999999999999,54.1,57.513476681556995
sniff.v,43.6,68.8,31.900000000000002,26.5,44.6,18.9,33.991175325369376
straighten.v,50.9,98.1,34.4,8.9,45.2,4.9,21.284031572989175
pursue.v,88.5,96.89999999999999,81.5,0.8,2.0,0.5,8.414273587185052
defend.v,71.8,96.1,57.3,0.5,1.7000000000000002,0.3,5.991660871578097
divide.v,49.3,81.2,35.4,12.9,31.1,8.1,25.218445630133512
mean,56.995,86.528,46.739,9.265999999999998,22.341999999999995,8.892999999999999,17.632664579363826
