,fscore,precision,recall,vmeasure,homogenity,completeness,(fs * vm) ** 0.5
threat.n,65.10000000000001,96.3,49.2,1.4000000000000001,8.3,0.7000000000000001,9.5467271878901
address.n,56.39999999999999,88.9,41.3,9.8,24.2,6.1,23.50999787324533
camp.n,54.400000000000006,85.39999999999999,40.0,3.1,6.9,2.0,12.986146464598342
innovation.n,66.2,92.80000000000001,51.5,3.5000000000000004,10.299999999999999,2.1,15.221695043588282
mind.n,38.5,99.4,23.9,2.7,43.0,1.4000000000000001,10.195587280779858
park.n,47.599999999999994,96.5,31.6,5.6000000000000005,33.900000000000006,3.0,16.32666530556684
reputation.n,49.9,81.3,36.0,7.3999999999999995,15.0,4.9,19.21613905028791
gap.n,61.7,97.5,45.1,4.9,26.8,2.7,17.38763928772391
challenge.n,67.30000000000001,99.6,50.8,7.1,52.5,3.8,21.85932295383368
failure.n,49.8,95.1,33.7,9.1,49.3,5.0,21.2880248026913
air.n,43.7,96.6,28.199999999999996,1.3,15.8,0.7000000000000001,7.5372408744845085
moment.n,69.1,97.39999999999999,53.5,0.2,0.7000000000000001,0.1,3.7175260590882213
tour.n,26.3,24.3,28.599999999999998,16.900000000000002,15.4,18.8,21.08245716229491
movement.n,62.3,91.8,47.099999999999994,2.9000000000000004,10.5,1.7000000000000002,13.441354098453028
body.n,49.2,96.2,33.0,2.1999999999999997,17.5,1.2,10.403845442911962
guarantee.n,46.6,91.60000000000001,31.3,4.7,20.9,2.6,14.799324308900053
class.n,45.300000000000004,99.0,29.4,1.6,27.900000000000002,0.8,8.513518661517105
road.n,56.699999999999996,98.0,39.900000000000006,0.7000000000000001,9.700000000000001,0.4,6.3
speed.n,65.4,95.1,49.8,1.7999999999999998,8.7,1.0,10.849884792015075
foundation.n,69.6,98.3,53.900000000000006,6.2,30.3,3.5000000000000004,20.773059476158057
idea.n,47.599999999999994,99.9,31.2,2.4,50.1,1.2,10.68831137270991
entry.n,59.699999999999996,94.5,43.6,11.3,29.7,7.000000000000001,25.97325547558488
flight.n,48.6,97.39999999999999,32.4,1.0999999999999999,13.900000000000002,0.6,7.311634564172364
origin.n,63.4,57.099999999999994,71.2,44.6,39.300000000000004,51.5,53.17555829514158
note.n,52.7,94.69999999999999,36.5,7.9,33.900000000000006,4.3999999999999995,20.404166241236126
rally.n,64.9,95.89999999999999,49.0,4.1000000000000005,15.6,2.4,16.312265323982444
gas.n,71.5,97.89999999999999,56.3,0.7000000000000001,5.800000000000001,0.4,7.074602462329597
chip.n,63.4,97.7,46.9,1.0,9.3,0.5,7.962411694957753
mark.n,34.599999999999994,25.0,56.3,27.6,22.0,37.0,30.90242708914625
margin.n,35.0,73.2,23.0,10.5,23.799999999999997,6.800000000000001,19.170289512680814
function.n,51.2,98.0,34.699999999999996,9.6,50.5,5.3,22.17025033688163
legislation.n,65.60000000000001,97.3,49.5,2.8000000000000003,14.499999999999998,1.6,13.552859476877934
screen.n,43.6,81.5,29.799999999999997,2.4,7.1,1.5,10.229369482035537
commission.n,61.1,94.5,45.2,1.9,9.9,1.0,10.774506949276148
display.n,47.599999999999994,79.4,34.0,9.3,18.2,6.3,21.039961977151954
office.n,53.1,99.2,36.3,0.4,10.299999999999999,0.2,4.608687448721165
dealer.n,61.6,92.5,46.1,8.200000000000001,21.0,5.1,22.474874860608235
community.n,46.7,98.5,30.599999999999998,0.7000000000000001,13.4,0.4,5.717516943569123
house.n,70.1,96.5,55.1,1.0999999999999999,6.3,0.6,8.78122998218359
shape.n,44.2,92.30000000000001,28.999999999999996,7.7,32.2,4.3999999999999995,18.44830615530868
